head;relation;tail
automated assembly line operator;narrowMatch;clothing process control technician
industrial robot controller;broadMatch;process control technicians not elsewhere classified
process control technicians not elsewhere classified;narrowMatch;industrial robot controller
pulp control operator;broadMatch;process control technicians not elsewhere classified
investment adviser;narrowMatch;investment fund management assistant
process control technicians not elsewhere classified;narrowMatch;pulp control operator
process control technicians not elsewhere classified;narrowMatch;automated assembly line operator
gas distribution engineer;broadMatch;chemical engineer
chemical engineer;narrowMatch;gas distribution engineer
paper engineer;broadMatch;chemical engineer
chemical engineer;narrowMatch;paper engineer
food technologist;broadMatch;chemical engineer
chemical engineer;narrowMatch;food technologist
brewmaster;broadMatch;chemical engineer
chemical engineer;narrowMatch;brewmaster
gas production engineer;broadMatch;chemical engineer
chemical engineer;narrowMatch;gas production engineer
automated assembly line operator;broadMatch;process control technicians not elsewhere classified
cadastral technician;broadMatch;cartographers and surveyors
investment fund management assistant;broadMatch;investment adviser
accountant;broadMatch;accountants
grants management officer;broadMatch;accountant
accountant;narrowMatch;grants management officer
tax advisor;broadMatch;accountant
accountant;narrowMatch;tax advisor
financial controller;broadMatch;accountant
accountant;narrowMatch;financial controller
dividend analyst;broadMatch;accountant
accountant;narrowMatch;dividend analyst
accounting analyst;broadMatch;accountant
accountant;narrowMatch;accounting analyst
financial auditor;broadMatch;accountant
accountants;narrowMatch;accountant
accountant;narrowMatch;financial auditor
accountant;narrowMatch;bankruptcy trustee
audit supervisor;broadMatch;accountant
accountant;narrowMatch;audit supervisor
public finance accountant;broadMatch;accountant
accountant;narrowMatch;public finance accountant
financial fraud examiner;broadMatch;accountant
accountant;narrowMatch;financial fraud examiner
cost analyst;broadMatch;accountant
accountant;narrowMatch;cost analyst
budget analyst;broadMatch;accountant
accountant;narrowMatch;budget analyst
bankruptcy trustee;broadMatch;accountant
air traffic controllers;narrowMatch;flight operations officer
theatre technician;narrowMatch;stage technician
theatre technician;narrowMatch;scenery technician
residential home young people care worker;broadMatch;social care worker
social care worker;narrowMatch;residential home young people care worker
child welfare worker;broadMatch;social care worker
social care worker;narrowMatch;child welfare worker
care at home worker;broadMatch;social care worker
social care worker;narrowMatch;care at home worker
mental health support worker;broadMatch;social care worker
social care worker;narrowMatch;mental health support worker
residential care home worker;broadMatch;social care worker
social care worker;narrowMatch;residential care home worker
residential childcare worker;broadMatch;social care worker
social care worker;narrowMatch;foster care support worker
social care worker;narrowMatch;residential childcare worker
social care worker;narrowMatch;disability support worker
residential home adult care worker;broadMatch;social care worker
social care worker;narrowMatch;residential home adult care worker
family support worker;broadMatch;social care worker
social care worker;narrowMatch;family support worker
adult community care worker;broadMatch;social care worker
social care worker;narrowMatch;adult community care worker
construction commercial diver;broadMatch;underwater divers
underwater divers;narrowMatch;construction commercial diver
rescue diver;broadMatch;underwater divers
underwater divers;narrowMatch;rescue diver
disability support worker;broadMatch;social care worker
harvest diver;broadMatch;underwater divers
foster care support worker;broadMatch;social care worker
residential home older adult care worker;broadMatch;social care worker
petroleum pump system operator;broadMatch;petroleum and natural gas refining plant operators
petroleum and natural gas refining plant operators;narrowMatch;petroleum pump system operator
dental chairside assistant;broadMatch;dental assistants and therapists
dental assistants and therapists;narrowMatch;dental chairside assistant
dental hygienist;broadMatch;dental assistants and therapists
dental assistants and therapists;narrowMatch;dental hygienist
groundwater monitoring technician;broadMatch;environmental technician
environmental technician;narrowMatch;groundwater monitoring technician
shotfirer;broadMatch;shotfirers and blasters
shotfirers and blasters;narrowMatch;shotfirer
warehouse order picker;broadMatch;warehouse worker
social care worker;narrowMatch;residential home older adult care worker
warehouse worker;narrowMatch;warehouse order picker
welders and flamecutters;narrowMatch;welding coordinator
brazier;broadMatch;welders and flamecutters
welders and flamecutters;narrowMatch;brazier
welder;broadMatch;welders and flamecutters
welders and flamecutters;narrowMatch;welder
solderer;broadMatch;welders and flamecutters
welders and flamecutters;narrowMatch;solderer
forklift operator;broadMatch;lifting truck operators
lifting truck operators;narrowMatch;forklift operator
housing support worker;broadMatch;social care worker
social care worker;narrowMatch;housing support worker
welding coordinator;broadMatch;welders and flamecutters
petroleum and natural gas refining plant operators;narrowMatch;refinery shift manager
underwater divers;narrowMatch;harvest diver
fisheries master;narrowMatch;fisheries boatmaster
road maintenance worker;broadMatch;civil engineering worker
civil engineering worker;narrowMatch;road maintenance worker
road marker;broadMatch;civil engineering worker
civil engineering worker;narrowMatch;road marker
road sign installer;broadMatch;civil engineering worker
civil engineering worker;narrowMatch;road sign installer
rail layer;broadMatch;civil engineering worker
civil engineering worker;narrowMatch;rail layer
